ID,CISControlID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,Namespace,Property,ClassName,DefaultValue,RecommendedValue,Operator,Severity,ControlProfile,AutoRemediate,RequiresReboot,SystemImpact,UserImpact,RollbackComplexity,BusinessJustification
SHA131,4.4,Windows Firewall,Public Profile Disable Local Policy Merge,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalPolicyMerge,,,,0,0,=,Medium,All,Yes,No,7,5,3,Prevent local firewall rule merge
SHA132,4.4,Windows Firewall,Public Profile Disable IPsec Policy Merge,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalIPsecPolicyMerge,,,,0,0,=,Medium,All,Yes,No,7,5,3,Prevent local IPsec policy merge
SHA133,8.2,Windows Firewall,Public Profile Log File Size,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFileSize,,,,4096,16384,>=,Medium,All,Yes,No,7,5,3,Increase firewall log file size
SHA134,8.2,Windows Firewall,Public Profile Log Dropped Packets,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogDroppedPackets,,,,0,1,=,Medium,All,Yes,No,7,5,3,Log dropped packets for monitoring
SHA135,4.1,Windows Features,SMBv1 Protocol Disabled,WindowsFeature,SMB1Protocol,,,,,,Enabled,Disabled,=,High,All,Yes,No,1,1,2,Disable insecure SMBv1 protocol
SHA136,4.8,Windows Features,PowerShell v2 Disabled,WindowsFeature,MicrosoftWindowsPowerShellV2,,,,,,Enabled,Disabled,=,High,All,Yes,No,1,1,2,Disable legacy PowerShell v2
SHA137,4.8,Windows Features,Telnet Client Disabled,WindowsFeature,TelnetClient,,,,,,Disabled,Disabled,=,Medium,All,Yes,No,1,1,2,Ensure Telnet client is disabled
SHA138,4.8,Windows Features,TFTP Client Disabled,WindowsFeature,TFTP,,,,,,Disabled,Disabled,=,Medium,All,Yes,No,1,1,2,Ensure TFTP client is disabled
SHA139,4.1,Administrative Templates,Remote Procedure Call: Enable RPC Endpoint Mapper Client Authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,EnableAuthEpResolution,,,,0,1,=,Medium,All,Yes,No,1,1,2,Secure RPC authentication
SHA140,4.1,Administrative Templates,Remote Procedure Call: Restrict Unauthenticated RPC clients,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,RestrictRemoteClients,,,,0,1,=,Medium,All,Yes,No,1,1,2,Block unauthenticated RPC clients
SHA141,8.2,Administrative Templates,Turn on PowerShell Script Block Logging,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockLogging,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable PowerShell script monitoring
SHA142,8.2,Administrative Templates,Turn on PowerShell Transcription,Registry,,HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription,EnableTranscripting,,,,0,1,=,Medium,All,Yes,No,1,1,2,Enable PowerShell transcription logging
SHA143,8.3,Administrative Templates,Event Log Service: Security: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security,MaxSize,,,,4096,196608,>=,Medium,All,Yes,No,1,1,2,Increase security log size
SHA144,8.2,Administrative Templates,Event Log Service: Application: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application,MaxSize,,,,4096,32768,>=,Medium,All,Yes,No,1,1,2,Increase application log size
SHA145,8.2,Administrative Templates,Event Log Service: System: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\System,MaxSize,,,,4096,32768,>=,Medium,All,Yes,No,1,1,2,Increase system log size
SHA146,4.1,Administrative Templates,WinRM Client: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowBasic,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable WinRM basic authentication
SHA147,4.1,Administrative Templates,WinRM Client: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowUnencryptedTraffic,,,,1,0,=,Medium,All,Yes,No,1,1,2,Prevent unencrypted WinRM traffic
SHA148,4.1,Administrative Templates,WinRM Service: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowBasic,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable WinRM basic auth on server
SHA149,4.1,Administrative Templates,WinRM Service: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowUnencryptedTraffic,,,,1,0,=,Medium,All,Yes,No,1,1,2,Prevent unencrypted WinRM server traffic
SHA150,4.8,Administrative Templates,Windows Remote Shell: Allow Remote Shell Access,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS,AllowRemoteShellAccess,,,,1,0,=,Medium,All,Yes,No,1,1,2,Disable Windows remote shell access
SHA151,3.8,Administrative Templates,Data Collection and Preview Builds: Allow Diagnostic Data,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,AllowTelemetry,,,,2,1,<=,Medium,All,Yes,No,1,1,2,Minimize telemetry data collection
SHA152,3.8,Administrative Templates,Data Collection: Do not show feedback notifications,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,DoNotShowFeedbackNotifications,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable feedback notifications
SHA153,3.8,Administrative Templates,BitLocker Drive Encryption: Disable new DMA devices when this computer is locked,Registry,,HKLM:\Software\Policies\Microsoft\FVE,DisableExternalDMAUnderLock,,,,0,1,=,Medium,All,Yes,No,1,1,2,Prevent DMA attacks on locked systems
SHA154,5.5,Administrative Templates,Remote Desktop Session Host: Always prompt for password upon connection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fPromptForPassword,,,,0,1,=,Medium,All,Yes,No,3,2,2,Force RDP password prompts
SHA155,4.1,Administrative Templates,Remote Desktop Session Host: Require secure RPC communication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fEncryptRPCTraffic,,,,0,1,=,Medium,All,Yes,No,3,2,2,Encrypt RDP RPC traffic
SHA156,4.1,Administrative Templates,Remote Desktop Session Host: Require use of specific security layer for remote connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,SecurityLayer,,,,0,2,=,Medium,All,Yes,No,3,2,2,Use SSL/TLS for RDP connections
SHA157,5.5,Administrative Templates,Remote Desktop Session Host: Require user authentication for remote connections by using Network Level Authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,UserAuthentication,,,,0,1,=,Medium,All,Yes,No,3,2,2,Enable RDP network level authentication
SHA158,4.1,Administrative Templates,Remote Desktop Session Host: Set client connection encryption level,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MinEncryptionLevel,,,,0,3,=,Medium,All,Yes,No,3,2,2,Use high encryption for RDP
SHA159,3.8,Administrative Templates,System cryptography: Force strong key protection for user keys,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Cryptography,ForceKeyProtection,,,,,1,>=,Medium,All,Yes,No,1,1,2,Require strong key protection
SHA160,3.8,Administrative Templates,Turn off the advertising ID,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AdvertisingInfo,DisabledByGroupPolicy,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable advertising ID for privacy
SHA161,2.3,Administrative Templates,Prevent non-admin users from installing packaged Windows apps,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Appx,BlockNonAdminUserInstall,,,,0,1,=,Medium,All,Yes,No,1,1,2,Restrict app installation to admins
SHA162,10.3,Administrative Templates,AutoPlay Policies: Turn off Autoplay,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoDriveTypeAutoRun,,,,0,255,=,Medium,All,Yes,No,1,1,2,Disable autoplay for security
SHA163,3.8,Administrative Templates,Turn off Microsoft consumer experiences,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableWindowsConsumerFeatures,,,,0,1,=,Medium,All,Yes,No,1,1,2,Disable consumer features and ads
SHA164,5.2,Account Policies,Store passwords using reversible encryption,secedit,System Access\ClearTextPassword,,,,,,0,0,=,High,All,Yes,No,7,2,3,Prevent clear text password storage
SHA165,5.2,Account Policies,Password must meet complexity requirements,secedit,System Access\PasswordComplexity,,,,,,0,1,=,Medium,All,Yes,No,5,3,3,Enforce password complexity requirements
SHA166,5.1,Account Policies,Allow Administrator account lockout,secedit,System Access\AllowAdministratorLockout,,,,,,0,1,=,Medium,All,Yes,No,3,2,2,Include administrator in lockout policy
SHA167,5.1,Account Policies,Network security: Force logoff when logon hours expire,secedit,System Access\ForceLogoffWhenHourExpire,,,,,,0,1,=,Low,All,Yes,No,3,2,2,Force logoff on hour expiration
SHA168,4.1,Account Policies,Network access: Allow anonymous SID/Name translation,secedit,System Access\LSAAnonymousNameLookup,,,,,,0,0,=,Medium,All,Yes,No,1,1,2,Prevent anonymous SID translation
SHA169,4.8,Security Options,Devices: Prevent users from installing printer drivers,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Print\Providers\LanMan Print Services\Servers,AddPrinterDrivers,,,,0,1,=,Medium,All,Yes,No,3,2,2,Restrict printer driver installation
SHA170,4.1,Security Options,Domain member: Digitally encrypt or sign secure channel data (always),Registry,,HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters,RequireSignOrSeal,,,,1,1,=,Medium,DomainController,Yes,No,3,2,2,Require secure channel encryption
SHA171,4.1,Security Options,Domain member: Digitally encrypt secure channel data (when possible),Registry,,HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters,SealSecureChannel,,,,1,1,=,Medium,DomainController,Yes,No,3,2,2,Enable secure channel encryption
SHA172,4.1,Security Options,Domain member: Digitally sign secure channel data (when possible),Registry,,HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters,SignSecureChannel,,,,1,1,=,Medium,DomainController,Yes,No,3,2,2,Enable secure channel signing
SHA173,5.2,Security Options,Domain member: Disable machine account password changes,Registry,,HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters,DisablePasswordChange,,,,0,0,=,Medium,DomainController,Yes,No,3,2,2,Enable machine password changes
SHA174,5.2,Security Options,Domain member: Maximum machine account password age,Registry,,HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters,MaximumPasswordAge,,,,30,30,<=!0,Medium,DomainController,Yes,No,3,2,2,Machine password age limit
SHA175,4.1,Security Options,Domain member: Require strong (Windows 2000 or later) session key,Registry,,HKLM:\System\CurrentControlSet\Services\Netlogon\Parameters,RequireStrongKey,,,,1,1,=,Medium,DomainController,Yes,No,3,2,2,Require strong session keys
SHA176,5.5,Security Options,Interactive logon: Message text for users attempting to log on,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,LegalNoticeText,,,,,,!=,Low,All,No,No,1,2,2,Require legal notice text
SHA177,5.5,Security Options,Interactive logon: Message title for users attempting to log on,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,LegalNoticeCaption,,,,,,!=,Low,All,No,No,1,2,2,Require legal notice caption
SHA178,5.2,Security Options,Interactive logon: Prompt user to change password before expiration,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,PasswordExpiryWarning,,,,5,14,>=,Low,All,Yes,No,1,1,2,Password expiration warning
SHA179,5.1,Security Options,Microsoft network server: Disconnect clients when logon hours expire,Registry,,HKLM:\System\CurrentControlSet\Services\LanManServer\Parameters,enableforcedlogoff,,,,1,1,=,Medium,Server,Yes,No,3,2,2,Force logoff on hour expiration
SHA180,4.1,Security Options,Microsoft network server: Server SPN target name validation level,Registry,,HKLM:\System\CurrentControlSet\Services\LanManServer\Parameters,SMBServerNameHardeningLevel,,,,,1,>=,Medium,Server,Yes,No,3,2,2,Enable SMB server name validation
SHA181,4.1,Security Options,Network access: Named Pipes that can be accessed anonymously,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters,NullSessionPipes,,,,,,=,Medium,All,Yes,No,1,1,2,Clear anonymous named pipes list
SHA182,4.1,Security Options,Network access: Shares that can be accessed anonymously,Registry,,HKLM:\System\CurrentControlSet\Services\LanManServer\Parameters,NullSessionShares,,,,,,=,Medium,All,Yes,No,1,1,2,Clear anonymous shares list
SHA183,8.2,Security Options,Network security: Restrict NTLM: Audit Incoming NTLM Traffic,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0,AuditReceivingNTLMTraffic,,,,0,2,=,Medium,All,Yes,No,1,1,2,Audit incoming NTLM traffic
SHA184,4.1,Security Options,Network security: Restrict NTLM: Outgoing NTLM traffic to remote servers,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa\MSV1_0,RestrictSendingNTLMTraffic,,,,0,1,>=,Medium,All,Yes,No,3,2,2,Restrict outgoing NTLM traffic
SHA185,4.8,Security Options,System objects: Require case insensitivity for non-Windows subsystem,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\Kernel,ObCaseInsensitive,,,,1,1,=,Medium,All,Yes,No,1,1,2,Require case insensitivity
SHA186,4.8,Security Options,System objects: Strengthen default permissions of internal system objects,Registry,,HKLM:\System\CurrentControlSet\Control\Session Manager,ProtectionMode,,,,1,1,=,Medium,All,Yes,No,1,1,2,Strengthen system object permissions
SHA187,5.1,Security Options,User Account Control: Detect application installations and prompt for elevation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableInstallerDetection,,,,1,1,=,Medium,All,Yes,No,3,2,2,Detect UAC installation prompts
SHA188,5.1,Security Options,User Account Control: Only elevate UIAccess applications that are installed in secure locations,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableSecureUIAPaths,,,,1,1,=,Medium,All,Yes,No,3,2,2,Secure UIAccess application paths
SHA189,4.1,Platform Specific,Device Guard: Credential Guard Configuration (Member Server),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,,,,0,1,=,High,Server,Yes,No,5,2,3,Enable Credential Guard on member servers
SHA191,5.2,Platform Specific,LAPS: Configure password backup directory,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,BackupDirectory,,,,0,2,<=!0,High,Server,Yes,No,3,2,2,Configure LAPS password backup to Active Directory
SHA192,5.2,Platform Specific,LAPS: Do not allow password expiration time longer than required by policy,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,PwdExpirationProtectionEnabled,,,,0,1,=,Medium,Server,Yes,No,3,2,2,Enforce LAPS password expiration policy
SHA193,5.2,Platform Specific,LAPS: Enable password encryption,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,ADPasswordEncryptionEnabled,,,,0,1,=,High,Server,Yes,No,3,2,2,Enable LAPS password encryption in AD
SHA194,5.2,Platform Specific,LAPS: Password Settings: Password Complexity,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,PasswordComplexity,,,,0,4,=,Medium,Server,Yes,No,3,2,2,Set LAPS password complexity to large/small/number/special
SHA195,5.2,Platform Specific,LAPS: Password Settings: Password Length,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,PasswordLength,,,,8,15,>=,Medium,Server,Yes,No,3,2,2,Set minimum LAPS password length
SHA196,5.2,Platform Specific,LAPS: Password Settings: Password Age (Days),Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\LAPS,PasswordAgeDays,,,,0,30,<=,Medium,Server,Yes,No,3,2,2,Set maximum LAPS password age
SHA197,4.8,Platform Specific,Time Providers: Enable Windows NTP Client,Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpClient,Enabled,,,,0,1,=,Medium,Server,Yes,No,3,2,2,Enable NTP client for time synchronization
SHA198,4.8,Platform Specific,Time Providers: Enable Windows NTP Server (Member Server),Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpServer,Enabled,,,,1,0,=,Medium,Server,Yes,No,3,2,2,Disable NTP server on member servers
SHA199,4.8,Platform Specific,Time Providers: Enable Windows NTP Server (Domain Controller),Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpServer,Enabled,,,,0,1,=,Medium,DomainController,Yes,No,3,2,2,Enable NTP server on domain controllers
SHA200,8.2,Microsoft Defender Exploit Guard,ASR: Block all Office applications from creating child processes,MpPreferenceAsr,d4f940ab-401b-4efc-aadc-ad5f3c50688a,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Prevent Office applications from spawning child processes
SHA201,8.2,Microsoft Defender Exploit Guard,ASR: Block Office applications from creating executable content,MpPreferenceAsr,3b576869-a4ec-4529-8536-b80a7769e899,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Prevent Office from creating executable files
SHA202,8.2,Microsoft Defender Exploit Guard,ASR: Block execution of potentially obfuscated scripts,MpPreferenceAsr,5beb7efe-fd9a-4556-801d-275e5ffc04cc,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Block execution of obfuscated scripts
SHA203,8.2,Microsoft Defender Exploit Guard,ASR: Block Office applications from injecting code into other processes,MpPreferenceAsr,75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Prevent Office code injection attacks
SHA204,8.2,Microsoft Defender Exploit Guard,ASR: Block Adobe Reader from creating child processes,MpPreferenceAsr,7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Prevent Adobe Reader from spawning processes
SHA205,8.2,Microsoft Defender Exploit Guard,ASR: Block Win32 API calls from Office macros,MpPreferenceAsr,92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Block Win32 API calls from Office macros
SHA206,8.2,Microsoft Defender Exploit Guard,ASR: Block credential stealing from LSASS,MpPreferenceAsr,9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2,,,,,,0,1,=,High,All,Yes,No,3,2,3,Prevent credential dumping from LSASS process
SHA207,8.2,Microsoft Defender Exploit Guard,ASR: Block untrusted and unsigned processes from USB,MpPreferenceAsr,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Block execution of untrusted USB content
SHA208,8.2,Microsoft Defender Exploit Guard,ASR: Block executable content from email client and webmail,MpPreferenceAsr,be9ba2d9-53ea-4cdc-84e5-9b1eeee46550,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Block executable content from email
SHA209,8.2,Microsoft Defender Exploit Guard,ASR: Block JavaScript/VBScript from launching downloaded executable content,MpPreferenceAsr,d3e037e1-3eb8-44c8-a917-57927947596d,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Block script-based executable downloads
SHA210,8.2,Microsoft Defender Exploit Guard,ASR: Block Office communication applications from creating child processes,MpPreferenceAsr,26190899-1602-49e8-8b27-eb1d0a1ce869,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Prevent communication apps from spawning processes
SHA211,8.2,Microsoft Defender Exploit Guard,ASR: Block persistence through WMI event subscription,MpPreferenceAsr,e6db77e5-3df2-4cf1-b95a-636979351e5b,,,,,,0,1,=,Medium,All,Yes,No,3,2,3,Prevent WMI-based persistence mechanisms
SHA212,8.2,Microsoft Defender Exploit Guard,ASR: Block abuse of exploited vulnerable signed drivers,MpPreferenceAsr,56a863a9-875e-4185-98a7-b882c64b5ce5,,,,,,0,1,=,High,All,Yes,No,3,2,3,Block exploitation of vulnerable signed drivers
SHA213,4.9,Device Installation Restrictions,Prevent installation of Thunderbolt devices,RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceIDs,PCI\CC_0C0A,,,,0,PCI\CC_0C0A,=,Medium,All,Yes,No,3,2,3,Block Thunderbolt devices for security
SHA214,4.8,Device Installation Restrictions,Prevent installation of SBP-2 devices (IEEE 1394),RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses,d48179be-ec20-11d1-b6b8-00c04fa372a7,,,,0,d48179be-ec20-11d1-b6b8-00c04fa372a7,=,Medium,All,Yes,No,3,2,3,Block IEEE 1394 SBP-2 device class
SHA215,4.8,Device Installation Restrictions,Prevent installation of SBP-2 drivers (variant 1),RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses,7ebefbc0-3200-11d2-b4c2-00a0C9697d07,,,,0,7ebefbc0-3200-11d2-b4c2-00a0C9697d07,=,Medium,All,Yes,No,3,2,3,Block SBP-2 driver variant 1
SHA216,4.8,Device Installation Restrictions,Prevent installation of SBP-2 drivers (variant 2),RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses,c06ff265-ae09-48f0-812c-16753d7cba83,,,,0,c06ff265-ae09-48f0-812c-16753d7cba83,=,Medium,All,Yes,No,3,2,3,Block SBP-2 driver variant 2
SHA217,4.8,Device Installation Restrictions,Prevent installation of SBP-2 drivers (variant 3),RegistryList,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses,6bdd1fc1-810f-11d0-bec7-08002be2092f,,,,0,6bdd1fc1-810f-11d0-bec7-08002be2092f,=,Medium,All,Yes,No,3,2,3,Block SBP-2 driver variant 3
SHA218,5.2,Account Policies,Relax minimum password length limits (Enhanced),Registry,,HKLM:\System\CurrentControlSet\Control\SAM,RelaxMinimumPasswordLengthLimits,,,,0,1,=,Medium,All,Yes,No,3,6,3,Support enhanced password lengths
SHA219,5.1,Security Options,Accounts: Limit local account use of blank passwords to console logon only,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa,LimitBlankPasswordUse,,,,1,1,=,Medium,All,Yes,No,1,1,2,Prevent blank password network logons
SHA220,5.1,Security Options,Accounts: Rename administrator account,localaccount,500,,,,,,Administrator,Administrator,!=,Low,All,No,No,1,2,2,Obscure default administrator account
SHA221,5.1,Security Options,Accounts: Rename guest account,localaccount,501,,,,,,Guest,Guest,!=,Low,All,No,No,1,2,2,Obscure default guest account
SHA222,8.2,Security Options,Audit: Force audit policy subcategory settings to override audit policy category settings,Registry,,HKLM:\System\CurrentControlSet\Control\Lsa,SCENoApplyLegacyAuditPolicy,,,,1,1,=,Low,All,Yes,No,1,1,2,Enforce advanced audit policy
SHA223,8.2,Security Options,Audit: Shut down system immediately if unable to log security audits,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,CrashOnAuditFail,,,,0,0,=,Low,All,Yes,No,1,1,2,Prevent audit system failure
SHA224,5.1,Security Options,Interactive logon: Machine account lockout threshold,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,MaxDevicePasswordFailedAttempts,,,,10,10,<=!0,Medium,All,Yes,No,3,2,2,Prevent machine account brute force
SHA225,4.1,Security Options,Network security: LDAP client encryption requirements,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LDAP,LDAPClientConfidentiality,,,,1,1,>=,Medium,All,Yes,No,1,1,2,Require LDAP encryption
SHA226,5.1,Security Options,User Account Control: Virtualize file and registry write failures to per-user locations,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableVirtualization,,,,1,1,=,Medium,All,Yes,No,3,2,2,Enable UAC virtualization
SHA227,4.8,System Services,Bluetooth Audio Gateway Service (BTAGService),service,BTAGService,,,,,,Manual,Disabled,=,Medium,Endpoint,Yes,No,3,2,2,Disable Bluetooth audio gateway
SHA228,4.8,System Services,Bluetooth Support Service (bthserv),service,bthserv,,,,,,Manual,Disabled,=,Medium,Endpoint,Yes,No,3,2,2,Disable Bluetooth support
SHA229,4.8,System Services,Computer Browser (Browser),service,Browser,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable network browsing service
SHA230,4.8,System Services,Downloaded Maps Manager (MapsBroker),service,MapsBroker,,,,,,Automatic,Disabled,=,Medium,Endpoint,Yes,No,3,2,2,Disable offline maps service
SHA231,4.8,System Services,GameInput Service (GameInputSvc),service,GameInputSvc,,,,,,Manual,Disabled,=,Medium,Endpoint,Yes,No,1,1,2,Disable game input service
SHA232,4.8,System Services,Geolocation Service (lfsvc),service,lfsvc,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable location tracking service
SHA233,4.8,System Services,IIS Admin Service (IISADMIN),service,IISADMIN,,,,,,,Disabled,=,Medium,Server,Yes,No,3,2,2,Disable IIS administration
SHA234,4.8,System Services,Infrared monitor service (irmon),service,irmon,,,,,,,Disabled,=,Medium,All,Yes,No,3,2,2,Disable infrared monitoring
SHA235,4.8,System Services,Link-Layer Topology Discovery Mapper (lltdsvc),service,lltdsvc,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable network topology discovery
SHA236,4.8,System Services,LxssManager (LxssManager),service,LxssManager,,,,,,,Disabled,=,Medium,All,Yes,No,3,2,2,Disable Windows Subsystem for Linux
SHA237,4.8,System Services,Microsoft FTP Service (FTPSVC),service,FTPSVC,,,,,,,Disabled,=,Medium,Server,Yes,No,3,2,2,Disable FTP service
SHA238,4.8,System Services,Microsoft iSCSI Initiator Service (MSiSCSI),service,MsiSCSI,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable iSCSI initiator service
SHA239,4.8,System Services,OpenSSH SSH Server (sshd),service,sshd,,,,,,,Disabled,=,Medium,All,Yes,No,3,2,2,Disable OpenSSH server
SHA240,4.8,System Services,Problem Reports and Solutions Control Panel Support (wercplsupport),service,wercplsupport,,,,,,Manual,Disabled,=,Medium,All,Yes,No,1,1,2,Disable problem reporting support
SHA241,4.8,System Services,Remote Desktop Configuration (SessionEnv),service,SessionEnv,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable RDP configuration service
SHA242,4.8,System Services,Remote Desktop Services UserMode Port Redirector (UmRdpService),service,UmRdpService,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable RDP port redirector
SHA243,4.8,System Services,Remote Procedure Call (RPC) Locator (RpcLocator),service,RpcLocator,,,,,,Manual,Disabled,=,Medium,All,Yes,No,3,2,2,Disable RPC locator service
SHA244,4.8,System Services,Routing and Remote Access (RemoteAccess),service,RemoteAccess,,,,,,Disabled,Disabled,=,Medium,All,Yes,No,3,2,2,Ensure routing service disabled
SHA245,4.8,System Services,Server (LanmanServer),service,LanmanServer,,,,,,Automatic,Disabled,=,Medium,Endpoint,Yes,No,3,2,2,Disable file sharing on endpoints
SHA246,4.8,System Services,Simple TCP/IP Services (simptcp),service,simptcp,,,,,,,Disabled,=,Medium,All,Yes,No,3,2,2,Disable simple TCP services
SHA247,4.8,System Services,SNMP Service (SNMP),service,SNMP,,,,,,,Disabled,=,Medium,All,Yes,No,3,2,2,Disable SNMP service
SHA248,4.8,System Services,Special Administration Console Helper (sacsvr),service,sacsvr,,,,,,,Disabled,=,Medium,All,Yes,No,3,2,2,Disable emergency management console
SHA249,4.8,System Services,Web Management Service (WMSvc),service,WMSvc,,,,,,,Disabled,=,Medium,Server,Yes,No,3,2,2,Disable web management service
